,title,label,num_label,processed_text
1595,"Global Medical Affairs Leader, Lung Cancer",CLASS4,3,global medical affair leader lung cancer
1596,Senior Digital Accessibility Specialist,CLASS6,5,senior digital accessibility specialist
1597,INTERNSHIP (Singapore) - Corporate Affairs & Patients Advocacy,CLASS13,12,internship singapore corporate affair patient advocacy
1598,"Asset Lead, Oncology Outcomes Research",CLASS4,3,asset lead oncology outcome research
1599,Technology Director Ã¢â‚¬â€œ Sweden Operations,CLASS5,4,technology director ã¢â‚¬â€œ sweden operation
1600,Global Data Steward Ã¢â‚¬â€œ Finance Master Data,CLASS5,4,global data steward ã¢â‚¬â€œ finance master data
1601,"Associate Director, Access Strategy",CLASS13,12,associate director access strategy
1602,Brand Manager - Oncology (Lung),CLASS6,5,brand manager oncology lung
1603,Advance Reporting Business Analyst (Power BI),CLASS13,12,advance reporting business analyst power bi
1604,"Ã£â‚¬ÂR&DÃ£â‚¬â€˜Documentation Technologist, R&D Science & Data Analytics Division",CLASS5,4,ã£â‚¬ârdã£â‚¬â€˜documentation technologist rd science data analytics division
1605,Associate Director Data Scientist - Digital Health R&D,CLASS5,4,associate director data scientist digital health rd
1606,Medical Writers (Clinical Regulatory) Ã¢â‚¬â€œ all levels,CLASS3,2,medical writer clinical regulatory ã¢â‚¬â€œ level
1607,Data Governance Manager - 18 month fixed term contract,CLASS5,4,data governance manager month fixed term contract
1608,Product Quality Lead,CLASS4,3,product quality lead
1609,"Medical Representative - CVRM, Specialty Care",CLASS13,12,medical representative cvrm specialty care
1610,Associate Director Strategic Feasibility (12 months Secondment),CLASS13,12,associate director strategic feasibility month secondment
1611,FÃƒÂ¶rrÃƒÂ¥dsoperatÃƒÂ¶r Ã¢â‚¬â€œ AstraZeneca Sweden Biomanufacturing Center,CLASS8,7,fãƒâ¶rrãƒâ¥dsoperatãƒâ¶r ã¢â‚¬â€œ astrazeneca sweden biomanufacturing center
1612,Health Economics Manager,CLASS10,9,health economics manager
1613,Oncology Product Specialist - Jeddah,CLASS4,3,oncology product specialist jeddah
1614,Medical Science Liaison-Respiratory Health Systems (South Florida),CLASS4,3,medical science liaisonrespiratory health system south florida
1615,"Key Account Manager, Respiratory & Immunology",CLASS6,5,key account manager respiratory immunology
1616,Project Controls Professional Apprentice,CLASS10,9,project control professional apprentice
1617,KAM Oncology,CLASS4,3,kam oncology
1618,R&D Data Sciences & AI Graduate Programme - Sweden,CLASS5,4,rd data science ai graduate programme sweden
1619,HR IT Analyst - LMS,CLASS5,4,hr analyst lm
1620,"Global Medical Head, Respiratory Inhaled/COPD",CLASS4,3,global medical head respiratory inhaledcopd
1621,R&D Data Policy Manager,CLASS5,4,rd data policy manager
1622,Consultor TÃƒÂ©cnico Oncologia - Rio de Janeiro,CLASS4,3,consultor tãƒâ©cnico oncologia rio de janeiro
1623,Nordic IT Data Specialist - Nordic Marketing Company,CLASS5,4,nordic data specialist nordic marketing company
1624,AstraZeneca Biometrics Graduate Programme: Statistics - US,CLASS4,3,astrazeneca biometrics graduate programme statistic u
1625,AstraZeneca Biometrics Graduate Programme: Information Scientist - US,CLASS5,4,astrazeneca biometrics graduate programme information scientist u
1626,Business Insight Lead Oncologie Digestive (H/F),CLASS6,5,business insight lead oncologie digestive hf
1627,TÃƒÂ©cnico MecatrÃƒÂ´nico I,CLASS11,10,tãƒâ©cnico mecatrãƒâ´nico
1628,"Oncology Account Director - West Region, Lung",CLASS6,5,oncology account director west region lung
1629,"Director, Medical Affairs - Andexxa",CLASS4,3,director medical affair andexxa
1630,"Corporate Maintenance Planner/Scheduler United States, Bend (Oregon)",CLASS11,10,corporate maintenance plannerscheduler united state bend oregon
1631,"Corporate Sr. Manager, Maintenance United States, Bend (Oregon)",CLASS11,10,corporate sr manager maintenance united state bend oregon
1632,MSAT Engineer (Entry to Mid-Level Roles),CLASS8,7,msat engineer entry midlevel role
1633,Technical Reviewer,CLASS5,4,technical reviewer
1634,Senior Program Manager,CLASS5,4,senior program manager
1635,Digital Trading Manager,CLASS6,5,digital trading manager
1636,Trading Change Lead Ã¢â‚¬â€œ Optimise Offer,CLASS6,5,trading change lead ã¢â‚¬â€œ optimise offer
1637,Trading Efficiency Lead,CLASS12,11,trading efficiency lead
1638,Trading Change Lead Ã¢â‚¬â€œ Simplify,CLASS12,11,trading change lead ã¢â‚¬â€œ simplify
1639,Head of Trading Operations Retail,CLASS7,6,head trading operation retail
1640,"IT Solution Architect, Sales Technology",CLASS5,4,solution architect sale technology
1641,Commercial Manager - OEM Programs,CLASS6,5,commercial manager oem program
1642,Tax Manager Tax Compliance (w/m/d),CLASS3,2,tax manager tax compliance wmd
1643,In Service Controls Engineer - Submarines,CLASS8,7,service control engineer submarine
1644,Quality & HSE Manager; Services Control Centre,CLASS8,7,quality hse manager service control centre
1645,"MANAGER, CONTINUOUS IMPROVEMENT",CLASS13,12,manager continuous improvement
1646,GD&T Specialist,CLASS4,3,gdt specialist
1647,Planning & Control Specialist,CLASS7,6,planning control specialist
1648,Business Analyst LNG Trading,CLASS7,6,business analyst lng trading
1649,"Accounting New Business Advisor, Trading",CLASS10,9,accounting new business advisor trading
1650,Credit Specialist - Trading & Supply (Nightshift),CLASS10,9,credit specialist trading supply nightshift
1651,Investment Risk Analyst,CLASS3,2,investment risk analyst
1652,IT Business Analyst Ã¢â‚¬â€œ Finance Treasury,CLASS5,4,business analyst ã¢â‚¬â€œ finance treasury
1653,Business Controls Specialist,CLASS10,9,business control specialist
1654,Senior Analyst - Trading Settlements,CLASS10,9,senior analyst trading settlement
1655,Manager South Gas and Power Trading,CLASS7,6,manager south gas power trading
1656,Junior Trader West Gas,CLASS7,6,junior trader west gas
1657,R&A FAC Senior Analyst,CLASS6,5,ra fac senior analyst
1658,Imagery Analyst -Sr.,CLASS4,3,imagery analyst sr
1659,"Cartographer -Springfield, VA",CLASS4,3,cartographer springfield va
1660,"Geospatial Analyst -Springfield, VA",CLASS7,6,geospatial analyst springfield va
1661,Top-Side Electronics Systems Technician,CLASS11,10,topside electronics system technician
1662,Sr Imagery GEOINT Analyst,CLASS4,3,sr imagery geoint analyst
1663,Geospatial GEOINT Analyst_GIS,CLASS4,3,geospatial geoint analystgis
1664,"Imagery Analyst -Springfield, VA",CLASS4,3,imagery analyst springfield va
1665,Imagery Analyst - CONUS/OCONUS,CLASS4,3,imagery analyst conusoconus
1666,Geospatial Analyst- CONUS/OCONUS,CLASS7,6,geospatial analyst conusoconus
1667,Geospatial GEOINT Analyst,CLASS7,6,geospatial geoint analyst
1668,Sr Geospatial/Imagery GEOINT Analyst,CLASS4,3,sr geospatialimagery geoint analyst
1669,AEGIS Computer & Display Technician,CLASS11,10,aegis computer display technician
1670,Sr. Contracts Manager (Hybrid),CLASS7,6,sr contract manager hybrid
1671,NCRC Cyber Range Sanitization Subject Matter Expert,CLASS4,3,ncrc cyber range sanitization subject matter expert
1672,Forensics and Malware Analyst SME ($5k Sign-on Bonus),CLASS3,2,forensics malware analyst sme k signon bonus
1673,Senior Geospatial Analyst,CLASS7,6,senior geospatial analyst
1674,Senior Electrical Engineer - Military GPS (Onsite),CLASS4,3,senior electrical engineer military gps onsite
1675,Radar Systems Integration Engineer,CLASS5,4,radar system integration engineer
1676,Outside Machinist Improver,CLASS8,7,outside machinist improver
1677,"Contract Administrator, Principal (Hybrid)",CLASS3,2,contract administrator principal hybrid
1678,"Imagery Analyst, Mid-Level",CLASS4,3,imagery analyst midlevel
1679,Power Electronics Engineer - Sign On Bonus,CLASS8,7,power electronics engineer sign bonus
1680,CDL/Class C Driver w/ endorsements,CLASS13,12,cdlclass c driver w endorsement
1681,Fast Labs R&D Systems Engineering Technical Lead,CLASS4,3,fast lab rd system engineering technical lead
1682,Senior PWB Engineer (Remote),CLASS8,7,senior pwb engineer remote
1683,Electrical Improver-2nd Shift,CLASS11,10,electrical improvernd shift
1684,Principle Contract Administrator,CLASS7,6,principle contract administrator
1685,Journeyperson Welder (1st and 2nd Shift),CLASS8,7,journeyperson welder st nd shift
1686,Shipfitter Improver,CLASS8,7,shipfitter improver
1687,Safety Tech II,CLASS8,7,safety tech ii
1688,Reentry Systems Reentry Vehicle (RS/RV) Engineer,CLASS4,3,reentry system reentry vehicle rsrv engineer
1689,C2/C4 Decision Making Systems Project Manager,CLASS3,2,cc decision making system project manager
1690,Imagery Analyst - Quantico,CLASS4,3,imagery analyst quantico
1691,Engineering Manager- Safety and Product Sustainability,CLASS8,7,engineering manager safety product sustainability
1692,Air - Senior Contracts Officer,CLASS7,6,air senior contract officer
1693,Senior HR Data Analytics Lead,CLASS5,4,senior hr data analytics lead
1694,Research Scientist Skill Level 0,CLASS4,3,research scientist skill level
1695,Principal Contract Administrator,CLASS3,2,principal contract administrator
1696,Environmental Engineer Senior,CLASS4,3,environmental engineer senior
1697,Senior Value Stream Specialist,CLASS10,9,senior value stream specialist
1698,IFF SCA Engineering Technician IV (Navy Combat Systems),CLASS4,3,iff sca engineering technician iv navy combat system
1699,Sr. Imagery Analyst - Quantico,CLASS4,3,sr imagery analyst quantico
1700,Quality Engineering Technologist II: Paint & Environmental Testing,CLASS8,7,quality engineering technologist ii paint environmental testing
1701,SCA Electronics Tech II,CLASS8,7,sca electronics tech ii
1702,Mechanical Supervisor,CLASS11,10,mechanical supervisor
1703,Platform Solution Manager - R&D Engineering,CLASS5,4,platform solution manager rd engineering
1704,Machinist-Swiss,CLASS8,7,machinistswiss
1705,Fabricator,CLASS8,7,fabricator
1706,Bench Tech I Laser FTC,CLASS5,4,bench tech laser ftc
1707,Electronics Engineering Intern Ã¢â‚¬â€œ R&D,CLASS4,3,electronics engineering intern ã¢â‚¬â€œ rd
1708,Field Engineer II,CLASS11,10,field engineer ii
1709,Radiation Protection Adviser,CLASS4,3,radiation protection adviser
1710,Automatyk Utrzymania Ruchu,CLASS11,10,automatyk utrzymania ruchu
1711,Engineer in Training,CLASS1,0,engineer training
1712,Ausbildung zum Kfz-Mechatroniker Nutzfahrzeugtechnik Wildau (m/w/d),CLASS8,7,ausbildung zum kfzmechatroniker nutzfahrzeugtechnik wildau mwd
1713,Kfz-Mechatroniker Nutzfahrzeugtechnik (m/w/d) in Essen,CLASS11,10,kfzmechatroniker nutzfahrzeugtechnik mwd essen
1714,Auto Electrician (VCV Bris North),CLASS8,7,auto electrician vcv bris north
1715,Kfz-Mechatroniker Nutzfahrzeugtechnik Aschheim (m/w/d),CLASS8,7,kfzmechatroniker nutzfahrzeugtechnik aschheim mwd
1716,Kfz-Mechatroniker Nutzfahrzeugtechnik Heilbronn (m/w/d),CLASS8,7,kfzmechatroniker nutzfahrzeugtechnik heilbronn mwd
1717,Core Detailer - 2nd Shift - $1000 Sign on bonus - SCM MV,CLASS8,7,core detailer nd shift sign bonus scm mv
1718,Digital Coordinator (m/f/d),CLASS6,5,digital coordinator mfd
1719,Certification Engineer II (Hybrid remote/onsite),CLASS4,3,certification engineer ii hybrid remoteonsite
1720,Animateur EHS f/h,CLASS5,4,animateur ehs fh
1721,"Business Process & IT Program Manager - Marketing & Sales, Commercial Excellence - Electronics",CLASS5,4,business process program manager marketing sale commercial excellence electronics
1722,Associate Principal Statistical Programmer,CLASS5,4,associate principal statistical programmer
1723,APAC Distributor Digital Commercialization Lead,CLASS6,5,apac distributor digital commercialization lead
1724,Leiter (m/w/d) Standort Administration und Kommunikation (VZ/TZ),CLASS13,12,leiter mwd standort administration und kommunikation vztz
1725,"COOD-0, Director, R&D Design Analytics (all genders)",CLASS5,4,cood director rd design analytics gender
1726,"Start Up Trial Manager, CDC Poland",CLASS4,3,start trial manager cdc poland
1727,"Trial Manager, CDC Poland",CLASS4,3,trial manager cdc poland
1728,(Sr.) Pharmacovigilance/Drug Safety Specialist,CLASS3,2,sr pharmacovigilancedrug safety specialist
1729,"Commercial Development Director, Tissue & Cell Acquisition- East Coast",CLASS4,3,commercial development director tissue cell acquisition east coast
1730,"Quality Control Analyst, Cell Therapy, 2nd shift",CLASS4,3,quality control analyst cell therapy nd shift
1731,CQV / Qualifizierungs-/Validierungsmanager CAPA & TCR (m/w/d),CLASS8,7,cqv qualifizierungsvalidierungsmanager capa tcr mwd
1732,Maintenance and Calibration Lead DPS Growth Project 80-100%,CLASS8,7,maintenance calibration lead dp growth project
1733,Elektroinstallateur EFZ / Automatiker EFZ Telematik (m/w/d),CLASS11,10,elektroinstallateur efz automatiker efz telematik mwd
1734,Global Head of Identity and Directory Solutions,CLASS5,4,global head identity directory solution
1735,"Quality Assurance Compliance Specialist, Supplier Management",CLASS3,2,quality assurance compliance specialist supplier management
1736,Head of Quality Systems,CLASS4,3,head quality system
1737,"Sr. Manager, Maintenance",CLASS11,10,sr manager maintenance
1738,CQV Spezialist / Qualifizierungs- und Validierungsspezialist (w/m/d),CLASS8,7,cqv spezialist qualifizierungs und validierungsspezialist wmd
1739,Revenue & Margin Analyst,CLASS10,9,revenue margin analyst
1740,Transfer Pricing Specialist,CLASS6,5,transfer pricing specialist
1741,Revenue Management Lead,CLASS6,5,revenue management lead
1742,"IAM Engineer/Consultant (ISIM, ISAM, Java)",CLASS5,4,iam engineerconsultant isim isam java
1743,Trading (Buying) Assistant,CLASS7,6,trading buying assistant
1744,"Online Distribution Manager - Strategic Partners, Pacific",CLASS6,5,online distribution manager strategic partner pacific
1745,Manager Salesforce Release & QA,CLASS5,4,manager salesforce release qa
1746,Business Manager DÃƒÂ©tergence F/H,CLASS6,5,business manager dãƒâ©tergence fh
1747,Investor Relations Manager (m/w/d),CLASS10,9,investor relation manager mwd
1748,TÃƒÂ©cnico em Preditiva - Banco de Talentos | Juiz de Fora,CLASS1,0,tãƒâ©cnico em preditiva banco de talentos juiz de forum
1749,Senior Controller (m/w/d),CLASS13,12,senior controller mwd
1750,TÃƒÂ©cnico em LubrificaÃƒÂ§ÃƒÂ£o Pleno - TrÃƒÂªs Lagoas / MS,CLASS8,7,tãƒâ©cnico em lubrificaãƒâ§ãƒâ£o pleno trãƒâªs lagoas m
1751,Account Manager SystÃƒÂ¨mes de Lubrification (F/H),CLASS6,5,account manager systãƒâ¨mes de lubrification fh
1752,Warehouse Associate - Production,CLASS7,6,warehouse associate production
1753,Chef d'ÃƒÂ©quipe (h/f),CLASS13,12,chef dãƒâ©quipe hf
1754,Senior Contract Manager CAPEX Projects,CLASS10,9,senior contract manager capex project
1755,Validation Specialist ( Contrartto a tempo determinato ),CLASS3,2,validation specialist contrartto tempo determinato
